Permit Type,Agency,Division,Permit/License Name,Form Title,Form PDF,L123 Description,Department Description,Description Link,Biz Portal Description,Application Fee,License Fee,Renewal Fee,Time Frame,"Industry or Sector (as in Lic123: e.g. automotive, consulting, education, food and drink, business services)","Business Types_Level 1 (e.g. cafe, design studio, ",Requirements Link,Tag,Tasks,Notes:,
SF,Department of Public Health (DPH),,Food Concessionaire Permit,Sponsor Application,http://www.sfdph.org/dph/files/EHSdocs/ehsForms/formsSpecialEvents/spec_spon_app.pdf,No License123 Description,"Each TFF requires a permit in addition to the permit obtained by the sponsor controlling the event. The sponsor is responsible for complaince at each event as well as the timely submission of all applications, fees and site plan. To help calculate the total fees due, review the fee worksheet (pdf).",http://www.sfdph.org/dph/EH/Food/Permits/permitSpecEvents.asp,"THis form is completed by the sponsor, or person controlling the event. The sponsor acknowledges full responsibility for timely submission of application documents and fees, as well as being main point of contact with DPH for event.",http://www.sfdph.org/dph/files/EHSdocs/ehsForms/formsSpecialEvents/SP_FeeWorkSheet.pdf,http://www.sfdph.org/dph/files/EHSdocs/ehsForms/formsSpecialEvents/SP_FeeWorkSheet.pdf,N/A,At least two weeks prior to event,, Farmer's Market Booth,,,,,
SF,Department of Public Health (DPH),,Food Handling Certification,,,The San Francisco Department of Public Health requires at least one person per food establishment to have a city/county certification in food handling.,"California Food Safety Law requires at least one employee at each retail food facility be certified as a food safety person by passing an approved examination. The certified person can be the owner, manager, chef, cook or any employee responsible for safe food handling and who may insure that other employees use proper food handling techniques. The certificate must be renewed every five years.",http://www.sfdph.org/dph/EH/Food/FoodCert/default.asp,,,,,,,,,,,,
SF,Department of Public Health (DPH),Environmental Health,Food Permit to Operate or Certificate of Sanitation,Application Packet for Food Permit to Operate or Certificate of Sanitation,http://www.sfdph.org/dph/files/EHSdocs/ehsForms/FormsCaterer/CatererPermitAppPacket2012.pdf,Counties regulate and monitor all establishments selling food products.,No description,N/A,This permit application is for any establishment that sells or prepares food.,N/A? http://www.sfdph.org/dph/EH/Fees.asp,N/A,N/A,,,Any food,http://www.sfdph.org/dph/eh/Food/Permits/default.asp,,,http://www.sfdph.org/dph/files/EHSdocs/ehsFood/permitsdocs/FoodPermitFlow.pdf,includes cottage food                           http://www.sfdph.org/dph/files/EHSdocs/ehsFood/AB1616/CFP_PermitAppPacket.pdf
SF,Department of Public Health (DPH),,FOOD MANUFACTURING / PROCESSING,,,No License123 Description,,,,,,,,,,,,,,
SF,Department of Public Health (DPH),,Food Plan Check,,,Plan Checks are required for when starting or making any modifications to an existing restaurant including changing kitchen equipment or seating configurations. ,,,,,,,,,,,,,,
SF,Department of Public Health (DPH),,Food Takeout Permit,,,Take out food establishments are regulated in San Francisco. Permits are issued by the San Francisco Department of Public Health to ensure safety and enforcement of all regulations.,,,,,,,,,,,,,,
SF,Department of Public Health (DPH),,Hazardous Materials/Waste Registration,,,"State law mandates counties and cities to conduct stringent checks and assessments before allowing businesses to produce or dispose of hazardous waste. Auto mechanics and body shops are considered hazardous waste generators because of the chemicals they use, including motor oil and solvents.",,,,,,,,,,,,,,
SF,Department of Public Health (DPH),,Hazardous Waste Generator Grant of Authorization,N/A - Must be done on CERS,http://cers.calepa.ca.gov/,"State law mandates counties and cities to conduct stringent checks and assessments before allowing businesses to produce or dispose of hazardous waste. Auto mechanics and body shops are considered hazardous waste generators because of the chemicals they use, including motor oil and solvents. ","Visit the California Environmental Reporting System (CERS) to complete and submit any necessary forms.  Since hazardous wastes are a subset of hazardous materials, hazardous waste generators must comply with the provisions of the hazardous materials ordinance as long as they meet minimum inclusion criteria. Compliance Certificates for hazardous waste generation and grants of authorization for hazardous waste treatment are incorporated into the hazardous materials business plan program and issued as part of the Hazardous Materials Certificate of Registration.  Click here for more details about the application process.",https://www.sfdph.org/dph/EH/HMUPA/HazardousWaste.asp,"This permit registers businesses that generate, store or handle any amount of hazardous waste and inspects these businesses to ensure that the waste is stored safely, legally managed, and disposed of properly. Please visit California Environmental Reporting System (CERS) to apply for the permit.",unknown,unknown,unknown,,,,,,,"This is now done at the state level, despite the conflicting information found online.",
SF,Department of Public Health (DPH),,Hazardous Waste Treatment Permit or Grant of Authorization,,,No License123 Description,"The Hazardous Materials and Waste Program regulates businesses that are allowed to treat hazardous waste on site. On-site treatment regulated under this program is limited to relatively small amounts of waste with proven, low risk technologies. Regulation of off-site treatment, storage and disposal is the responsibility of the California Department of Toxic Substances Control. To determine which tier or tiers apply to your facility, refer to the Department of Toxic Substances Control Onsite Tiered Permitting Flow Chart, which graphically displays the eligible waste streams and treatment processes by tier. Specific treatment operations at your business will determine if you are regulated by the San Francisco Department of Public Health's Hazardous Materials and Waste Program or the California Department of Toxic Substances Control, as well as which forms you will need to complete.",,,,,,,,,,,,,
SF,Department of Public Health (DPH),,HOSPITAL KITCHENS,,,No License123 Description,,,,,,,,,,,,,,
SF,Department of Public Health (DPH),,HOTELS,,,No License123 Description,,,,,,,,,,,,,,
SF,Department of Public Health (DPH),,MASSAGE ESTABLISHMENT ANNUAL LIC. FEE,,,No License123 Description,"Massage establishments, except massage establishments which employ or use only state certified practitioners or non-profit organizations, are required to obtain a license from the Department of Public Health",,,,$1173,,unknown,,"Beauty Salon & Spa, Massage Establishment",,,,,
SF,Department of Public Health (DPH),,MEDICAL CANNABIS DISPENSATORY LICENSE FEE & REINSPECTION,Application for Permit to Operate a Medical Cannabis Dispensary,http://www.sfdph.org/dph/files/EHSdocs/ehsForms/FormsMCD/MCDAppCombined.pdf,No License123 Description,"The Medical Cannabis Dispensary Program permits, regulates and inspects medical cannabis dispensaries (MCD) in San Francisco. Medical cannabis collectives and cooperatives with nine or fewer members are exempt from local permit requirements.",http://www.sfdph.org/dph/EH/MCD/default.asp,"This includes the Application for Permit to Operate a MCD, the MCD Planning Referral form, the Written Statement of Compliance (must be filed annually), the Fire Marshall Referral Form, the Workers' Compensation Declaration and the Mayor's Office on Disability Referral form.",$8656 (resinspection $4019),N/A,N/A,unknown; background check required,,Medical Marijuana Dispensary,,,,,
SF,Department of Public Health (DPH),,Medical Waste Common Storage Facility Permit,Medical Waste Application Packet (2013 - 2014),http://www.sfdph.org/dph/files/EHSdocs/ehsHMUPAdocs/ApplicationForms/MedicalWasteApp.pdf,No License123 Description,A Common Storage Facility (CSF) permit is required for businesses that provide medical waste management services which includes a designated accumulation storage site for the collection of medical waste generated by a list of small quantity generators (building tenants) otherwise operated independently and the daily collection and proper disposal by a registered medical waste hauler.,http://www.sfdph.org/dph/eh/HMUPA/MedicalWaste.asp,A Common Storage Facility (CSF) permit is required for businesses that provide medical waste management services which includes a designated accumulation storage site for the collection of medical waste generated by a list of small quantity generators (building tenants) otherwise operated independently and the daily collection and proper disposal by a registered medical waste hauler.,http://www.sfdph.org/dph/EH/Fees.asp#haz,unknown,unknown,"within 45 days of initial call to Hazardous Materials and Waste Progra,",,"Adult Day Care, Assisted Living Facility, Home Health Agency, Clinic, Dentist Office, Medical Practice, Urgent Care",,,,"Prior to filling out the application, one should call the Hazardous Materials and Waste Program to conduct a screening interview to determine your facility type and obtain a facility ID number. We may conduct an on-site field screening inspection as well to determine your facility type.",
SF,Department of Public Health (DPH),,Medical Waste Large Quantity Generator Permit,Medical Waste Application Packet (2013 - 2014),http://www.sfdph.org/dph/files/EHSdocs/ehsHMUPAdocs/ApplicationForms/MedicalWasteApp.pdf,No License123 Description,A Large Quantity Generator (LQG) permit is required if you generate more than 200 pounds of medical waste per month in any month of a 12-month period.,http://www.sfdph.org/dph/eh/HMUPA/MedicalWaste.asp,A Large Quantity Generator (LQG) permit is required if you generate more than 200 pounds of medical waste per month in any month of a 12-month period.,http://www.sfdph.org/dph/EH/Fees.asp#haz,unknown,unknown,"within 45 days of initial call to Hazardous Materials and Waste Progra,",,"Adult Day Care, Assisted Living Facility, Home Health Agency, Clinic, Dentist Office, Medical Practice, Urgent Care",,,,"Prior to filling out the application, one should call the Hazardous Materials and Waste Program to conduct a screening interview to determine your facility type and obtain a facility ID number. We may conduct an on-site field screening inspection as well to determine your facility type.",
